NRAXES,MAXTEU,CALLCODE,WAGTYPE,WPOS,WAGON,UNNR,UNKLASSE,UNITWEIGHTNETT,UNITTYPE,UNITSEQUENCE,TRACK,TEUS,TERMINALWEIGHTNETT,TARE,SIZEFT,STARTPOSITION,SEQ,PAYLOAD,MOVETYPE,LOCATION,LEN,CONTAINERTARRA,CONTAINERNUMBER,COMPOUNDPOS,PRIOCONTAINER,PRIORITY,TravelDistance Value,Train Split Value,Reversed Value
,,CTTROT20210309POL-B,SGGNS,17,37804963044-5,,,,,,,,,,,,367343,,,,,,,,,,221,11,1
,,CTTROT20210309POL-B,SGGRSS,19,37804850098-7,,,,,,,,,,,,367343,,,,,,,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022418,,,,,,,367292,,,,,,,,BLKU 253806 5,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022430,,,,,,,367292,,,,,,,,TTNU 181791 9,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022431,,,,,,,367292,,,,,,,,TRLU 392630 6,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022432,,,,,,,367292,,,,,,,,TRLU 376413 9,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022434,,,,,,,367292,,,,,,,,TDTU 296567 6,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022435,,,,,,,367292,,,,,,,,TCLU 377104 1,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022436,,,,,,,367292,,,,,,,,TDTU 677636 7,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022449,,,,,,,367292,,,,,,,,BAFU 135688 7,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022483,,,,,,,367292,,,,,,,,PCCU 225002 8,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022547,,,,,,,367292,,,,,,,,EXFU 072043 8,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022548,,,,,,,367292,,,,,,,,EXFU 059103 2,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022550,,,,,,,367292,,,,,,,,ABEU 260288 0,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022551,,,,,,,367292,,,,,,,,GAOU 220109 4,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022553,,,,,,,367292,,,,,,,,EXFU 878423 3,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022555,,,,,,,367292,,,,,,,,PAWU 310001 1,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022556,,,,,,,367292,,,,,,,,GCAU 777647 9,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022557,,,,,,,367292,,,,,,,,GCAU 797127 0,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022559,,,,,,,367292,,,,,,,,EKCU 360378 2,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022561,,,,,,,367292,,,,,,,,GCAU 781794 2,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022562,,,,,,,367292,,,,,,,,GCAU 797167 0,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022563,,,,,,,367292,,,,,,,,BUKU 461750 8,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022565,,,,,,,367292,,,,,,,,SANU 750426 0,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022566,,,,,,,367292,,,,,,,,PVDU 111529 9,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022635,,,,,,,367292,,,,,,,,NWBU 990500 8,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022637,,,,,,,367292,,,,,,,,PCVU 261019 9,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022651,,,,,,,367292,,,,,,,,BIDU 497682 8,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022653,,,,,,,367292,,,,,,,,BIDU 491598 8,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022660,,,,,,,367292,,,,,,,,BIDU 497659 8,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022668,,,,,,,367292,,,,,,,,PCVU 260065 2,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022669,,,,,,,367292,,,,,,,,GCAU 795249 6,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022671,,,,,,,367292,,,,,,,,TDTU 771214 0,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022678,,,,,,,367292,,,,,,,,PCVU 260134 5,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022682,,,,,,,367292,,,,,,,,UTTU 311054 8,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022685,,,,,,,367292,,,,,,,,DHIU 062670 6,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022688,,,,,,,367292,,,,,,,,TWSU 971155 4,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022699,,,,,,,367292,,,,,,,,VODU 933903 9,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022718,,,,,,,367292,,,,,,,,TLLU 158611 9,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022720,,,,,,,367292,,,,,,,,TLLU 165713 0,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3022827,,,,,,,367292,,,,,,,,WAUU 351130 1,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3023283,,,,,,,367292,,,,,,,,EUCU 453191 7,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3023286,,,,,,,367292,,,,,,,,EUCU 454147 4,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3023287,,,,,,,367292,,,,,,,,EUCU 455028 6,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3023288,,,,,,,367292,,,,,,,,EUCU 460081 2,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3023290,,,,,,,367292,,,,,,,,TLLU 157747 8,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3023328,,,,,,,367292,,,,,,,,SANU 799847 7,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3023331,,,,,,,367292,,,,,,,,CNEU 460742 4,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3023332,,,,,,,367292,,,,,,,,CNEU 461111 0,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3023333,,,,,,,367292,,,,,,,,NLNU 450023 4,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3023334,,,,,,,367292,,,,,,,,SANU 751822 2,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3023336,,,,,,,367292,,,,,,,,SANU 799397 9,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3023337,,,,,,,367292,,,,,,,,SANU 799718 8,1,221,11,1
,,CTTROT20210309POL-D,,,,,,,,3023806,,,,,,,367292,,,,,,,,PAWU 310002 7,1,221,11,1
,,CTTROT20210309POL-D,,,,,,0,20TK,3022483,,1,,,,,367292,,lader,CTTROT,,4000,PCCU 225002 8,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,0,45PW,3022718,,2.25,,,,,367292,,lader,CTTROT,,4400,TLLU 158611 9,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,0,45PW,3022720,,2.25,,,,,367292,,lader,CTTROT,,4400,TLLU 165713 0,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,0,45PW,3023283,,2.25,,,,,367292,,lader,CTTROT,,4400,EUCU 453191 7,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,0,45PW,3023286,,2.25,,,,,367292,,lader,CTTROT,,4400,EUCU 454147 4,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,0,45PW,3023287,,2.25,,,,,367292,,lader,CTTROT,,4400,EUCU 455028 6,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,0,45PW,3023288,,2.25,,,,,367292,,lader,CTTROT,,4400,EUCU 460081 2,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,0,45PW,3023290,,2.25,,,,,367292,,lader,CTTROT,,4400,TLLU 157747 8,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,0,45PW,3023328,,2.25,,,,,367292,,lader,CTTROT,,4400,SANU 799847 7,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,0,45PW,3023331,,2.25,,,,,367292,,lader,CTTROT,,4400,CNEU 460742 4,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,0,45PW,3023332,,2.25,,,,,367292,,lader,CTTROT,,4400,CNEU 461111 0,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,0,45PW,3023333,,2.25,,,,,367292,,lader,CTTROT,,4400,NLNU 450023 4,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,0,45PW,3023334,,2.25,,,,,367292,,lader,CTTROT,,4400,SANU 751822 2,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,0,45PW,3023336,,2.25,,,,,367292,,lader,CTTROT,,4400,SANU 799397 9,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,0,45PW,3023337,,2.25,,,,,367292,,lader,CTTROT,,4400,SANU 799718 8,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,2949,45PW,3022566,,2.25,,,,,367292,,lader,CTTROT,,4400,PVDU 111529 9,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,2983,45PW,3022565,,2.25,,,,,367292,,lader,CTTROT,,4400,SANU 750426 0,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,17209,20TK,3022547,,1,,,,,367292,,lader,CTTROT,,4000,EXFU 072043 8,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,17255,20TK,3022548,,1,,,,,367292,,lader,CTTROT,,4000,EXFU 059103 2,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,19900,26TK,3022699,,1.3,,,,,367292,,lader,CTTROT,,4800,VODU 933903 9,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,22770,20TK,3022551,,1,,,,,367292,,lader,CTTROT,,4000,GAOU 220109 4,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,23000,24TK,3022827,,1.2,,,,,367292,,lader,CTTROT,,4800,WAUU 351130 1,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,23980,22TK,3022685,,1.1,,,,,367292,,lader,CTTROT,,4800,DHIU 062670 6,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,24000,20TK,3022418,,1,,,,,367292,,lader,CTTROT,,4000,BLKU 253806 5,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,24000,20TK,3022637,,1,,,,,367292,,lader,CTTROT,,4000,PCVU 261019 9,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,24000,20TK,3022668,,1,,,,,367292,,lader,CTTROT,,4000,PCVU 260065 2,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,24000,20TK,3022669,,1,,,,,367292,,lader,CTTROT,,4000,GCAU 795249 6,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,24020,22TK,3022553,,1.1,,,,,367292,,lader,CTTROT,,4800,EXFU 878423 3,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,24040,22TK,3022682,,1.1,,,,,367292,,lader,CTTROT,,4800,UTTU 311054 8,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,24060,26TK,3022449,,1.3,,,,,367292,,lader,CTTROT,,4800,BAFU 135688 7,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,25200,20TK,3022678,,1,,,,,367292,,lader,CTTROT,,4000,PCVU 260134 5,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,25880,24TK,3022562,,1.2,,,,,367292,,lader,CTTROT,,4800,GCAU 797167 0,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,25900,23TK,3022557,,1.15,,,,,367292,,lader,CTTROT,,4800,GCAU 797127 0,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,25920,20DV,3022432,,1,,,,,367292,,lader,CTTROT,,2300,TRLU 376413 9,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,25960,20DV,3022435,,1,,,,,367292,,lader,CTTROT,,2300,TCLU 377104 1,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,26000,23TK,3022556,,1.15,,,,,367292,,lader,CTTROT,,4800,GCAU 777647 9,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,26000,24TK,3022561,,1.2,,,,,367292,,lader,CTTROT,,4800,GCAU 781794 2,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,26100,20DV,3022430,,1,,,,,367292,,lader,CTTROT,,2300,TTNU 181791 9,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,26100,20DV,3022671,,1,,,,,367292,,lader,CTTROT,,2300,TDTU 771214 0,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,26140,20TK,3022635,,1,,,,,367292,,lader,CTTROT,,4000,NWBU 990500 8,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,26440,20DV,3022431,,1,,,,,367292,,lader,CTTROT,,2300,TRLU 392630 6,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,26480,20DV,3022434,,1,,,,,367292,,lader,CTTROT,,2300,TDTU 296567 6,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,26840,30BU,3022563,,1.5,,,,,367292,,lader,CTTROT,,3300,BUKU 461750 8,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,27000,26TK,3022688,,1.3,,,,,367292,,lader,CTTROT,,4800,TWSU 971155 4,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,27700,22TK,3022555,,1.1,,,,,367292,,lader,CTTROT,,4800,PAWU 310001 1,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,28000,20TK,3022651,,1,,,,,367292,,lader,CTTROT,,4000,BIDU 497682 8,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,28000,20TK,3022653,,1,,,,,367292,,lader,CTTROT,,4000,BIDU 491598 8,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,28000,20TK,3022660,,1,,,,,367292,,lader,CTTROT,,4000,BIDU 497659 8,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,28000,26TK,3023806,,1.3,,,,,367292,,lader,CTTROT,,4800,PAWU 310002 7,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,28520,20DV,3022436,,1,,,,,367292,,lader,CTTROT,,2300,TDTU 677636 7,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,29000,24TK,3022559,,1.2,,,,,367292,,lader,CTTROT,,4800,EKCU 360378 2,,,,221,11,1
,,CTTROT20210309POL-D,,,,,,30000,20TK,3022550,,1,,,,,367292,,lader,CTTROT,,4000,ABEU 260288 0,,,,221,11,1
,,CTTROT20210309POL-D,SGGMRS,2,33544975497-7,,,,,,,,,,,,367292,,,,,,,,,,221,11,1
,,CTTROT20210309POL-D,Sggmrss,3,33544975513-1,,,,,,,,,,,,367292,,,,,,,,,,221,11,1
,,CTTROT20210309POL-D,SGGNS,16,33884961055-9,,,,,,,,,,,,367292,,,,,,,,,,221,11,1
,,CTTROT20210309POL-D,SGGRS,9,33884961517-8,,,,,,,,,,,,367292,,,,,,,,,,221,11,1
,,CTTROT20210309POL-D,SGGRSS,1,33544975512-3,,,,,,,,,,,,367292,,,,,,,,,,221,11,1
,,CTTROT20210309POL-D,SGMMNS,10,33684558413-3,,,,,,,,,,,,367292,,,,,,,,,,221,11,1
,,CTTROT20210309POL-D,SGNS,8,37804558980-1,,,,,,,,,,,,367292,,,,,,,,,,221,11,1
,,CTTROT20210310BASEL,LGJS,17,37844552060-4,,,,,,,,,,,,367803,,,,,,,,,,221,11,1
,,CTTROT20210310BASEL,LGJS,18,37844552062-0,,,,,,,,,,,,367803,,,,,,,,,,221,11,1
,,CTTROT20210310BASEL,LGJS,20,37844552059-6,,,,,,,,,,,,367803,,,,,,,,,,221,11,1
,,CTTROT20210310BASEL,LGJS,21,37844552061-2,,,,,,,,,,,,367803,,,,,,,,,,221,11,1
,,CTTROT20210310BASEL,LGJS,23,37844552057-0,,,,,,,,,,,,367803,,,,,,,,,,221,11,1
,,CTTROT20210310BASEL,LGJS,24,37844552058-8,,,,,,,,,,,,367803,,,,,,,,,,221,11,1
,,CTTROT20210310BASEL,LGJS,25,37844552049-7,,,,,,,,,,,,367803,,,,,,,,,,221,11,1
,,CTTROT20210310BASEL,SGGMRS,1,37804961409-2,,,,,,,,,,,,367803,,,,,,,,,,221,11,1
,,CTTROT20210310BASEL,SGGRSS,2,37844960726-6,,,,,,,,,,,,367803,,,,,,,,,,221,11,1
,,CTTROT20210310BASEL,SGGRSS,3,37844960729-0,,,,,,,,,,,,367803,,,,,,,,,,221,11,1
,,CTTROT20210310BASEL,SGGRSS,4,37844960719-1,,,,,,,,,,,,367803,,,,,,,,,,221,11,1
,,CTTROT20210310BASEL,SGGRSS,5,37844960714-2,,,,,,,,,,,,367803,,,,,,,,,,221,11,1
,,CTTROT20210310BASEL,SGGRSS,7,37844960721-7,,,,,,,,,,,,367803,,,,,,,,,,221,11,1
,,CTTROT20210310BASEL,SGGRSS,8,37844960715-9,,,,,,,,,,,,367803,,,,,,,,,,221,11,1
,,CTTROT20210310BASEL,SGGRSS,9,37844960713-4,,,,,,,,,,,,367803,,,,,,,,,,221,11,1
,,CTTROT20210310BASEL,SGGRSS,10,37844960718-3,,,,,,,,,,,,367803,,,,,,,,,,221,11,1
,,CTTROT20210310BASEL,SGGRSS,11,37844960720-9,,,,,,,,,,,,367803,,,,,,,,,,221,11,1
,,CTTROT20210310BASEL,SGGRSS,12,37844960717-5,,,,,,,,,,,,367803,,,,,,,,,,221,11,1
,,CTTROT20210310BASEL,SGGRSS,13,37844960722-5,,,,,,,,,,,,367803,,,,,,,,,,221,11,1
,,CTTROT20210310BASEL,SGGRSS,14,37844960727-4,,,,,,,,,,,,367803,,,,,,,,,,221,11,1
,,CTTROT20210310BASEL,SGGRSS,19,37844552063-8,,,,,,,,,,,,367803,,,,,,,,,,221,11,1
,,CTTROT20210310BASEL,SGNS,16,37844552056-2,,,,,,,,,,,,367803,,,,,,,,,,221,11,1
,,CTTROT20210310BASEL,SGNS,22,37844552054-7,,,,,,,,,,,,367803,,,,,,,,,,221,11,1
,,CTTROT20210310BASEL,SGNSS,15,37844552045-5,,,,,,,,,,,,367803,,,,,,,,,,221,11,1
,,CTTROT20210310BASEL-B,SGGOS,24,37844552050-5,,,,,,,,,,,,367901,,,,,,,,,,221,11,1
,,CTTROT20210310BASEL-B,SGJS,23,37844552052-1,,,,,,,,,,,,367901,,,,,,,,,,221,11,1
,,CTTROT20210310BASEL-B,SGNSS,25,37844552048-9,,,,,,,,,,,,367901,,,,,,,,,,221,11,1
,,CTTROT20210310MORTARA,SGGMRS104S90,1,33884962501-1,,,,,,,,,,,,367701,,,,,,,,,,221,11,1
,,CTTROT20210310MORTARA,SGGMRS104S90,12,33884961177-1,,,,,,,,,,,,367701,,,,,,,,,,221,11,1
,,CTTROT20210310MORTARA,SGGMRS104S90,20,33884961083-1,,,,,,,,,,,,367701,,,,,,,,,,221,11,1
,,CTTROT20210310MORTARA,SGNS,2,33534557928-8,,,,,,,,,,,,367701,,,,,,,,,,221,11,1
,,CTTROT20210310MORTARA,SGNS,3,33534557208-5,,,,,,,,,,,,367701,,,,,,,,,,221,11,1
,,CTTROT20210310MORTARA,SGNSS,7,37804563167-8,,,,,,,,,,,,367701,,,,,,,,,,221,11,1
,,CTTROT20210310MORTARA-B,SGGMRS104S90,1,33884962501-1,,,,,,,,,,,,367959,,,,,,,,,,221,11,1
,,CTTROT20210310MORTARA-B,SGGMRS104S90,12,33884961177-1,,,,,,,,,,,,367959,,,,,,,,,,221,11,1
,,CTTROT20210310MORTARA-B,SGGMRS104S90,20,33884961083-1,,,,,,,,,,,,367959,,,,,,,,,,221,11,1
,,CTTROT20210310MORTARA-B,SGNS,2,33534557928-8,,,,,,,,,,,,367959,,,,,,,,,,221,11,1
,,CTTROT20210310MORTARA-B,SGNS,3,33534557208-5,,,,,,,,,,,,367959,,,,,,,,,,221,11,1
,,CTTROT20210310MORTARA-B,SGNSS,7,37804563167-8,,,,,,,,,,,,367959,,,,,,,,,,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028095,,,,,,,367439,,,,,,,,PCVU 260208 5,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028096,,,,,,,367439,,,,,,,,PCVU 260099 2,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028097,,,,,,,367439,,,,,,,,PCVU 260183 3,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028098,,,,,,,367439,,,,,,,,PCVU 260130 3,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028099,,,,,,,367439,,,,,,,,PCVU 288007 0,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028100,,,,,,,367439,,,,,,,,PCVU 260137 1,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028101,,,,,,,367439,,,,,,,,KOCU 212449 7,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028102,,,,,,,367439,,,,,,,,NWBU 990507 6,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028103,,,,,,,367439,,,,,,,,PCVU 261002 8,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028104,,,,,,,367439,,,,,,,,BIDU 497639 2,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028105,,,,,,,367439,,,,,,,,PCVU 260127 9,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028116,,,,,,,367439,,,,,,,,PAWU 310015 6,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028117,,,,,,,367439,,,,,,,,TWSU 271867 0,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028118,,,,,,,367439,,,,,,,,DHIU 082949 4,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028119,,,,,,,367439,,,,,,,,INGU 735136 5,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028121,,,,,,,367439,,,,,,,,ATRU 350000 3,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028122,,,,,,,367439,,,,,,,,TWSU 271862 3,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028123,,,,,,,367439,,,,,,,,TWSU 730009 2,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028124,,,,,,,367439,,,,,,,,SEGU 809194 2,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028125,,,,,,,367439,,,,,,,,RCLU 535490 8,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028126,,,,,,,367439,,,,,,,,BUKU 464139 8,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028127,,,,,,,367439,,,,,,,,BUKU 466381 7,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028128,,,,,,,367439,,,,,,,,BUKU 464918 8,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028129,,,,,,,367439,,,,,,,,NOBU 137311 3,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028130,,,,,,,367439,,,,,,,,CLIU 300170 5,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028131,,,,,,,367439,,,,,,,,BUKU 464128 0,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028132,,,,,,,367439,,,,,,,,BUKU 464826 3,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028135,,,,,,,367439,,,,,,,,EUCU 460091 5,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028136,,,,,,,367439,,,,,,,,PVDU 112514 7,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028137,,,,,,,367439,,,,,,,,EUCU 454244 4,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028138,,,,,,,367439,,,,,,,,EUCU 454015 9,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028139,,,,,,,367439,,,,,,,,EUCU 454097 1,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028140,,,,,,,367439,,,,,,,,CNEU 459575 0,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028141,,,,,,,367439,,,,,,,,EUCU 455002 8,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028142,,,,,,,367439,,,,,,,,EUCU 466114 5,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028143,,,,,,,367439,,,,,,,,WABU 241054 6,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028144,,,,,,,367439,,,,,,,,NFLU 203520 0,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028145,,,,,,,367439,,,,,,,,NFLU 203523 6,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028146,,,,,,,367439,,,,,,,,NFLU 203513 3,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028216,,,,,,,367439,,,,,,,,PCVU 288026 0,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028217,,,,,,,367439,,,,,,,,PCVU 263001 9,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028235,,,,,,,367439,,,,,,,,ZTKU 730232 1,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028240,,,,,,,367439,,,,,,,,COUU 810204 9,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028290,,,,,,,367439,,,,,,,,CSFU 452350 0,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028293,,,,,,,367439,,,,,,,,LYSU 545166 6,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028297,,,,,,,367439,,,,,,,,LYSU 545614 3,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3028378,,,,,,,367439,,,,,,,,PAWU 310004 8,1,221,11,1
,,CTTROT20210310POL-B,,,,,,,,3029446,,,,,,,367439,,,,,,,,PAWU 310014 0,1,221,11,1
,,CTTROT20210310POL-B,,,,,,0,45OS,3028144,,2.25,,,,,367439,,lader,CTTROT,,4500,NFLU 203520 0,,,,221,11,1
,,CTTROT20210310POL-B,,,,,,0,45OS,3028145,,2.25,,,,,367439,,lader,CTTROT,,4500,NFLU 203523 6,,,,221,11,1
,,CTTROT20210310POL-B,,,,,,0,45OS,3028146,,2.25,,,,,367439,,lader,CTTROT,,4500,NFLU 203513 3,,,,221,11,1
,,CTTROT20210310POL-B,,,,,,1,20TK,3028143,,1,,,,,367439,,lader,CTTROT,,4000,WABU 241054 6,,,,221,11,1
,,CTTROT20210310POL-B,,,,,,5000,45PW,3028137,,2.25,,,,,367439,,lader,CTTROT,,4400,EUCU 454244 4,,,,221,11,1
,,CTTROT20210310POL-B,,,,,,6535,20DV,3028101,,1,,,,,367439,,lader,CTTROT,,2300,KOCU 212449 7,,,,221,11,1
,,CTTROT20210310POL-B,,,,,,10789,45PW,3028138,,2.25,,,,,367439,,lader,CTTROT,,4400,EUCU 454015 9,,,,221,11,1
,,CTTROT20210310POL-B,,,,,,15180,45PW,3028139,,2.25,,,,,367439,,lader,CTTROT,,4400,EUCU 454097 1,,,,221,11,1
,,CTTROT20210310POL-B,,,,,,18640,45PW,3028136,,2.25,,,,,367439,,lader,CTTROT,,4400,PVDU 112514 7,,,,221,11,1
,,CTTROT20210310POL-B,,,,,,20798,45PW,3028297,,2.25,,,,,367439,,lader,CTTROT,,4400,LYSU 545614 3,,,,221,11,1
,,CTTROT20210310POL-B,,,,,,21880,45PW,3028140,,2.25,,,,,367439,,lader,CTTROT,,4400,CNEU 459575 0,,,,221,11,1
,,CTTROT20210310POL-B,,,,,,22100,45PW,3028135,,2.25,,,,,367439,,lader,CTTROT,,4400,EUCU 460091 5,,,,221,11,1
,,CTTROT20210310POL-B,,,,,,22520,30BU,3028127,,1.5,,,,,367439,,lader,CTTROT,,3300,BUKU 466381 7,,,,221,11,1
